game,network,time,mediaindicator,
Oregon St. at Washington,ESPN HD,10/16/2010 22:15,T,
New Mexico St. at Fresno St.,ESPNU HD,10/16/2010 22:30,T,
Nevada at Hawai'i,WAC Sports<br>Oceanic PPV HD,10/16/2010 23:30,T,
UCLA at Oregon,ESPN HD<br>ESPN 3D,10/21/2010 21:00,T,
USF at Cincinnati,ESPN2 HD,10/22/2010 20:00,T,
Kansas St. at Baylor,,10/23/2010 00:00,N,
Texas Tech at Colorado,,10/23/2010 00:00,N,
Iowa St. at Texas,FSN HD,10/23/2010 12:00,T,
Duke at Virginia Tech,ACC Network HD,10/23/2010 12:00,T,
Rutgers at Pittsburgh,Big East Network HD,10/23/2010 12:00,T,
Syracuse at West Virginia,ESPN2 HD,10/23/2010 12:00,T,
Indiana at Illinois,Big Ten Network HD,10/23/2010 12:00,T,
Penn St. at Minnesota,ESPNU HD,10/23/2010 12:00,T,
Michigan St. at Northwestern,ESPN HD,10/23/2010 12:00,T,
Purdue at Ohio St.,Big Ten Network HD,10/23/2010 12:00,T,
Notre Dame vs. Navy<br>(at East Rutherford, NJ),CBS HD,10/23/2010 12:00,T
Temple at Buffalo,ESPN Plus,10/23/2010 12:00,T,
Ole Miss at Arkansas,SEC Network HD,10/23/2010 12:00,T,
Ohio at Miami (OH),,10/23/2010 13:00,W,
FAU at Arkansas St.,Sun Belt Network,10/23/2010 13:00,T,
Maryland at Boston College,,10/23/2010 13:00,W,
Wyoming at BYU,The mtn. HD,10/23/2010 14:00,T,
LSU at Auburn,CBS HD,10/23/2010 15:30,T,
Georgia Tech at Clemson,ABC HD/ESPN HD,10/23/2010 15:30,T,
Nebraska at Oklahoma St.,ABC HD,10/23/2010 15:30,T,
Wisconsin at Iowa,ABC HD/ESPN,10/23/2010 15:30,T,
Connecticut at Louisville,ESPNU HD,10/23/2010 15:30,T,
Arizona St. at California,FSN HD,10/23/2010 15:30,T,
Western Michigan at Akron,SportsTime Ohio,10/23/2010 15:30,T,
Kent St. at Bowling Green,BCSN,10/23/2010 15:30,T,
Houston at SMU,CBS College Sports HD,10/23/2010 15:30,T,
Rice at UCF,Bright House Sports,10/23/2010 15:30,T,
Central Michigan at Northern Illinois,CSN Chicago,10/23/2010 16:00,T,
Marshall at East Carolina,CSS,10/23/2010 16:15,T,
UL-Monroe at Middle Tennessee,Middle Tennessee TV,10/23/2010 16:30,T,
Western Kentucky at UL-Lafayette,,10/23/2010 17:00,W,
Washington St. at Stanford,FOX College Sports,10/23/2010 17:00,T,
New Mexico St. at Idaho,SWX,10/23/2010 17:00,T,
Hawai'i at Utah St.,ESPN Plus,10/23/2010 17:00,T,
Eastern Michigan at Virginia,,10/23/2010 18:00,W,
Colorado St. at Utah,The mtn. HD,10/23/2010 18:00,T,
UAB at Mississippi St.,ESPNU HD,10/23/2010 19:00,T,
Alabama at Tennessee,ESPN HD,10/23/2010 19:00,T,
South Carolina at Vanderbilt,SEC/FSN Regional HD,10/23/2010 19:00,T,
Texas A&M at Kansas,FSN HD,10/23/2010 19:00,T,
Ball St. at Toledo,,10/23/2010 19:00,W,
North Carolina at Miami (FL),ESPN2 HD,10/23/2010 19:30,T,
Georgia at Kentucky,SEC/CSS HD,10/23/2010 19:30,T,
Air Force at TCU,CBS College Sports HD,10/23/2010 20:00,T,
Oklahoma at Missouri,ABC HD,10/23/2010 20:00,T,
Fresno St. at San Jose St.,WAC Sports Network,10/23/2010 20:00,T,
Tulane at UTEP,,10/23/2010 21:00,W,
San Diego St. at New Mexico,The mtn. HD,10/23/2010 22:00,T,
Washington at Arizona,ESPN HD,10/23/2010 22:15,T,
Louisiana Tech at Boise St.,ESPN2 HD,10/26/2010 20:00,T,
Florida St. at NC State,ESPN HD,10/28/2010 19:30,T,
West Virginia at Connecticut,ESPN2 HD,10/29/2010 20:00,T,
Kansas at Iowa St.,,10/30/2010 00:00,N,
Texas Tech at Texas A&M,,10/30/2010 00:00,N,
Washington St. at Arizona St.,,10/30/2010 00:00,N,
FIU at FAU,,10/30/2010 00:00,N,
Northern Illinois at Western Michigan,ESPN Plus,10/30/2010 12:00,T,
UAB at Southern Miss,CSS,10/30/2010 12:00,T,
Oklahoma St. at Kansas St.,FSN HD,10/30/2010 12:00,T,
Clemson at Boston College,ACC Network HD,10/30/2010 12:00,T,
Miami (FL) at Virginia,ESPN HD,10/30/2010 12:00,T,
Syracuse at Cincinnati,ESPNU HD,10/30/2010 12:00,T,
Louisville at Pittsburgh,Big East Network HD,10/30/2010 12:00,T,
VMI at Army,CBS College Sports HD,10/30/2010 12:00,T,
Northwestern at Indiana,Big Ten Network HD,10/30/2010 12:00,T,
Purdue at Illinois,ESPN2 HD,10/30/2010 12:00,T,
Tennessee at South Carolina,SEC Network HD,10/30/2010 12:00,T,
Akron at Temple,,10/30/2010 13:00,W,
UL-Lafayette at Ohio,,10/30/2010 14:00,W,
San Diego St. at Wyoming,The mtn. HD,10/30/2010 14:00,T,
Tulsa at Notre Dame,NBC HD,10/30/2010 14:30,T,
UTEP at Marshall,,10/30/2010 15:00,W,
North Texas at Western Kentucky,,10/30/2010 15:00,W,
East Carolina at UCF,Bright House Sports,10/30/2010 15:30,T,
SMU at Tulane,KDAF,10/30/2010 15:30,T,
Ball St. at Kent St.,WJW,10/30/2010 15:30,T,
Miami (OH) at Buffalo,Time Warner-Buffalo,10/30/2010 15:30,T,
Bowling Green at Central Michigan,,10/30/2010 15:30,W,
UL-Monroe at Troy,Sun Belt Network,10/30/2010 15:30,T,
California at Oregon St.,FOX College Sports,10/30/2010 15:30,T,
Arizona at UCLA,FSN HD,10/30/2010 15:30,T,
Michigan St. at Iowa,ABC HD/ESPN,10/30/2010 15:30,T,
Duke at Navy,CBS College Sports HD,10/30/2010 15:30,T,
Wake Forest at Maryland,ESPNU HD,10/30/2010 15:30,T,
William & Mary at North Carolina,,10/30/2010 15:30,W,
Missouri at Nebraska,ABC HD/ESPN HD,10/30/2010 15:30,T,
Florida vs. Georgia<br>(at Jacksonville, FL),CBS HD,10/30/2010 15:30,T
Toledo at Eastern Michigan,SportsTime Ohio HD,10/30/2010 16:00,T,
San Jose St. at New Mexico St.,Aggie Vision,10/30/2010 16:00,T,
Auburn at Ole Miss,ESPN2 HD,10/30/2010 18:00,T,
New Mexico at Colorado St.,The mtn. HD,10/30/2010 18:00,T,
Vanderbilt at Arkansas,SEC/FSN Regional HD,10/30/2010 19:00,T,
Kentucky at Mississippi St.,ESPNU HD,10/30/2010 19:00,T,
Houston at Memphis,CSS,10/30/2010 19:00,T,
Stanford at Washington,Versus HD,10/30/2010 19:00,T,
Baylor at Texas,FSN HD,10/30/2010 19:00,T,
Utah at Air Force,CBS College Sports HD,10/30/2010 19:30,T,
Ohio St. at Minnesota,ABC HD,10/30/2010 20:00,T,
Michigan at Penn St.,ESPN HD,10/30/2010 20:00,T,
Oregon at USC,ABC HD,10/30/2010 20:00,T,
Colorado at Oklahoma,ESPN2 HD,10/30/2010 21:15,T,
Utah St. at Nevada,ESPNU HD,10/30/2010 22:30,T,
TCU at UNLV,The mtn. HD,10/30/2010 23:00,T,
Idaho at Hawai'i,Oceanic PPV HD,10/30/2010 23:30,T,
Middle Tennessee at Arkansas St.,ESPN2 HD,11/02/2010 19:00,T,
Rutgers at USF,ESPN2 HD,11/03/2010 19:00,T,
Georgia Tech at Virginia Tech,ESPN HD,11/04/2010 19:30,T,
Buffalo at Ohio,ESPNU HD,11/04/2010 19:30,T,
Western Michigan at Central Michigan,ESPNU HD,11/05/2010 18:00,T,
UCF at Houston,ESPN2 HD,11/05/2010 20:00,T,
Colorado at Kansas,,11/06/2010 00:00,N,
NC State at Clemson,ACC Network HD,11/06/2010 12:00,T,
Virginia at Duke,,11/06/2010 12:00,W,
Maryland at Miami (FL),ESPNU HD,11/06/2010 12:00,T,
Louisville at Syracuse,Big East Network HD,11/06/2010 12:00,T,
Air Force at Army,CBS College Sports HD,11/06/2010 12:00,T,
Iowa at Indiana,Big Ten Network HD,11/06/2010 12:00,T,
Illinois at Michigan,ESPN HD,11/06/2010 12:00,T,
Minnesota at Michigan St.,Big Ten Network HD,11/06/2010 12:00,T,
Wisconsin at Purdue,Big Ten Network HD,11/06/2010 12:00,T,
Florida at Vanderbilt,SEC Network HD,11/06/2010 12:00,T,
Idaho St. at Georgia,WSB,11/06/2010 12:30,T,
Charleston Southern at Kentucky,Big Blue PPV,11/06/2010 12:30,T,
Baylor at Oklahoma St.,FSN HD,11/06/2010 12:30,T,
Akron at Ball St.,,11/06/2010 13:00,W,
Chattanooga at Auburn,CSS PPV,11/06/2010 13:00,T,
UNLV at BYU,The mtn. HD,11/06/2010 14:00,T,
Temple at Kent St.,,11/06/2010 14:00,W,
Rice at Tulsa,,11/06/2010 14:00,W,
New Mexico St. at Utah St.,,11/06/2010 15:00,W,
Hawai'i at Boise St.,ESPNU HD<br>ESPN 3D,11/06/2010 15:30,T,
Southern Miss at Tulane,CST,11/06/2010 15:30,T,
Navy at East Carolina,MASN,11/06/2010 15:30,T,
Washington at Oregon,ABC HD/ESPN2,11/06/2010 15:30,T,
Nebraska at Iowa St.,ABC HD,11/06/2010 15:30,T,
Boston College at Wake Forest,,11/06/2010 15:30,W,
North Carolina at Florida St.,ABC HD,11/06/2010 15:30,T,
Northwestern at Penn St.,ABC HD/ESPN2 HD,11/06/2010 15:30,T,
TCU at Utah,CBS College Sports HD,11/06/2010 15:30,T,
Alabama at LSU,CBS HD,11/06/2010 15:30,T,
California at Washington St.,FSN Regional,11/06/2010 16:00,T,
Fresno St. at Louisiana Tech,WAC Sports Network,11/06/2010 16:00,T,
Marshall at UAB,CSS,11/06/2010 16:15,T,
Nevada at Idaho,WAC Sports Network,11/06/2010 17:00,T,
Wyoming at New Mexico,The mtn. HD,11/06/2010 18:00,T,
UL-Lafayette at Ole Miss,ESPNU HD,11/06/2010 19:00,T,
Arkansas at South Carolina,ESPN HD,11/06/2010 19:00,T,
Troy at North Texas,,11/06/2010 19:00,W,
FAU at Western Kentucky,,11/06/2010 19:00,W,
Oregon St. at UCLA,Versus HD,11/06/2010 19:00,T,
Oklahoma at Texas A&M,FSN HD,11/06/2010 19:00,T,
UL-Monroe at Florida International,Sun Belt Network,11/06/2010 19:30,T,
Tennessee at Memphis,CBS College Sports HD,11/06/2010 20:00,T,
Arizona at Stanford,ABC HD,11/06/2010 20:00,T,
Missouri at Texas Tech,ABC HD,11/06/2010 20:00,T,
Texas at Kansas St.,ESPN2 HD,11/06/2010 20:00,T,
SMU at UTEP,Texas Channel,11/06/2010 21:00,T,
Colorado St. at San Diego St.,The mtn. HD,11/06/2010 22:00,T,
Arizona St. at USC,FSN HD,11/06/2010 22:30,T,
Toledo at Northern Illinois,ESPN2 HD,11/09/2010 19:00,T,
Miami (OH) at Bowling Green,ESPN2 HD,11/10/2010 20:00,T,
Pittsburgh at Connecticut,ESPN HD,11/11/2010 19:30,T,
South Carolina St. at Morgan St.,ESPNU HD,11/11/2010 19:30,T,
East Carolina at UAB,CBS College Sports HD,11/11/2010 20:00,T,
Ball St. at Buffalo,ESPNU HD,11/12/2010 18:00,T,
Boise St. at Idaho,ESPN2 HD<br>ESPN 3D,11/12/2010 21:00,T,
Utah St. at San Jose St.,,11/13/2010 00:00,N,
UL-Lafayette at FAU,,11/13/2010 00:00,N,
Southern Miss at UCF,CBS College Sports HD,11/13/2010 12:00,T,
USF at Louisville,ESPNU HD,11/13/2010 12:00,T,
Cincinnati at West Virginia,Big East Network HD,11/13/2010 12:00,T,
Indiana at Wisconsin,ESPN2 HD,11/13/2010 12:00,T,
Minnesota at Illinois,Big Ten Network HD,11/13/2010 12:00,T,
Iowa at Northwestern,ESPN HD,11/13/2010 12:00,T,
Michigan at Purdue,Big Ten Network HD,11/13/2010 12:00,T,
Boston College at Duke,,11/13/2010 12:00,W,
Miami (FL) at Georgia Tech,ACC Network HD,11/13/2010 12:00,T,
Vanderbilt at Kentucky,SEC Network HD,11/13/2010 12:00,T,
Ole Miss at Tennessee,CBS HD,11/13/2010 12:00,T,
Kansas St. at Missouri,FSN HD,11/13/2010 12:30,T,
Iowa St. at Colorado,FOX College Sports,11/13/2010 13:30,T,
Wake Forest at NC State,,11/13/2010 14:00,W,
Army at Kent St.,,11/13/2010 14:00,W,
Eastern Michigan at Western Michigan,,11/13/2010 14:00,W,
BYU at Colorado St.,The mtn. HD,11/13/2010 14:00,T,
Utah at Notre Dame,NBC HD,11/13/2010 14:30,T,
Memphis at Marshall,,11/13/2010 15:00,W,
Western Kentucky at Arkansas St.,,11/13/2010 15:00,W,
North Texas at Middle Tennessee,Middle Tennessee TV,11/13/2010 15:30,T,
FIU at Troy,Sun Belt Network,11/13/2010 15:30,T,
Rice at Tulane,,11/13/2010 15:30,W,
Central Michigan at Navy,CBS College Sports HD,11/13/2010 15:30,T,
Syracuse at Rutgers,ESPNU HD,11/13/2010 15:30,T,
Texas Tech at Oklahoma,ABC HD,11/13/2010 15:30,T,
Penn St. at Ohio St.,ABC HD/ESPN,11/13/2010 15:30,T,
Maryland at Virginia,,11/13/2010 15:30,W,
Virginia Tech at North Carolina,ABC HD/ESPN HD,11/13/2010 15:30,T,
Georgia at Auburn,CBS HD,11/13/2010 15:30,T,
San Diego St. at TCU,Versus HD,11/13/2010 16:00,T,
Washington St. at Oregon St.,FSN Northwest,11/13/2010 16:00,T,
Louisiana Tech at New Mexico St.,ESPN Plus,11/13/2010 18:00,T,
New Mexico at Air Force,The mtn. HD,11/13/2010 18:00,T,
UL-Monroe at LSU,TigerVision PPV,11/13/2010 19:00,T,
UTEP at Arkansas,ESPNU HD,11/13/2010 19:00,T,
Texas A&M at Baylor,FSN HD,11/13/2010 19:00,T,
Kansas at Nebraska,FSN PPV,11/13/2010 19:00,T,
South Carolina at Florida,ESPN HD,11/13/2010 19:15,T,
Mississippi St. at Alabama,ESPN2 HD,11/13/2010 19:15,T,
Stanford at Arizona St.,Fox Sports Arizona HD,11/13/2010 19:30,T,
Oregon at California,Versus HD<br>Comcast 3D,11/13/2010 19:30,T,
USC at Arizona,ABC HD,11/13/2010 20:00,T,
Tulsa at Houston,CBS College Sports HD,11/13/2010 20:00,T,
Oklahoma St. at Texas,ABC HD,11/13/2010 20:00,T,
Clemson at Florida St.,ABC HD,11/13/2010 20:00,T,
Wyoming at UNLV,The mtn. HD,11/13/2010 22:00,T,
Nevada at Fresno St.,ESPN HD,11/13/2010 22:30,T,
Ohio at Temple,ESPN2 HD,11/16/2010 20:00,T,
Miami (OH) at Akron,ESPNU HD,11/17/2010 18:00,T,
Bowling Green at Toledo,ESPN2 HD,11/17/2010 20:00,T,
Georgia St. at Alabama,ESPNU HD,11/18/2010 19:30,T,
UCLA at Washington,ESPN HD,11/18/2010 20:00,T,
Air Force at UNLV,CBS College Sports HD,11/18/2010 22:00,T,
Fresno St. at Boise St.,ESPN2 HD,11/19/2010 21:30,T,
Weber St. at Texas Tech,,11/20/2010 00:00,N,
Oklahoma St. at Kansas,FSN HD,11/20/2010 12:00,T,
West Virginia at Louisville,Big East Network HD,11/20/2010 12:00,T,
Pittsburgh at USF,ESPN2 HD,11/20/2010 12:00,T,
Penn St. vs. Indiana<br>(at Landover, MD),Big Ten Network HD,11/20/2010 12:00,T
Wisconsin at Michigan,ESPN HD,11/20/2010 12:00,T,
Purdue at Michigan St.,Big Ten Network HD,11/20/2010 12:00,T,
Virginia at Boston College,ESPNU HD,11/20/2010 12:00,T,
NC State at North Carolina,ACC Network HD,11/20/2010 12:00,T,
Troy at South Carolina,SEC Network HD,11/20/2010 12:00,T,
Appalachian St. at Florida,Sun Sports PPV,11/20/2010 12:30,T,
East Carolina at Rice,ISP/WITN<br>CSS,11/20/2010 13:00,T,
Northern Illinois at Ball St.,,11/20/2010 13:00,W,
Duke at Georgia Tech,,11/20/2010 13:30,W,
Clemson at Wake Forest,,11/20/2010 14:00,W,
Kansas St. at Colorado,,11/20/2010 14:00,W,
Eastern Michigan at Buffalo,SportsTime Ohio HD,11/20/2010 14:00,T,
Kent St. at Western Michigan,,11/20/2010 14:00,W,
UTEP at Tulsa,,11/20/2010 14:00,W,
Colorado St. at Wyoming,The mtn. HD,11/20/2010 14:00,T,
Marshall at SMU,Texas Channel,11/20/2010 15:00,T,
New Mexico St. at Nevada,,11/20/2010 15:00,W,
Idaho at Utah St.,,11/20/2010 15:00,W,
UCF at Tulane,,11/20/2010 15:30,W,
Stanford at California,FSN HD,11/20/2010 15:30,T,
Florida Atlantic at Texas,FSN Regional,11/20/2010 15:30,T,
Illinois vs. Northwestern<br>(at Chicago, IL),ESPNU HD,11/20/2010 15:30,T
Ohio St. at Iowa,ABC HD,11/20/2010 15:30,T,
Arkansas St. at Navy,CBS College Sports HD,11/20/2010 15:30,T,
Virginia Tech at Miami (FL),ESPN HD,11/20/2010 15:30,T,
Ole Miss at LSU,CBS HD,11/20/2010 15:30,T,
Middle Tennessee at Western Kentucky,Sun Belt Network,11/20/2010 16:15,T,
New Mexico at BYU,The mtn. HD,11/20/2010 18:00,T,
Arkansas at Mississippi St.,ESPN HD,11/20/2010 19:00,T,
FIU at UL-Lafayette,,11/20/2010 19:00,W,
North Texas at UL-Monroe,,11/20/2010 19:00,W,
Memphis at UAB,,11/20/2010 19:00,W,
Missouri at Iowa St.,FSN HD,11/20/2010 19:00,T,
Army vs. Notre Dame<br>(at Bronx, NY),NBC HD,11/20/2010 19:00,T
Connecticut at Syracuse,ESPNU HD,11/20/2010 19:00,T,
Rutgers at Cincinnati,Big East Network,11/20/2010 19:30,T,
Tennessee at Vanderbilt,SEC/CSS HD,11/20/2010 19:30,T,
Oklahoma at Baylor,ESPN2 HD,11/20/2010 20:00,T,
Nebraska at Texas A&M,ABC HD,11/20/2010 20:00,T,
Florida St. at Maryland,ABC HD,11/20/2010 20:00,T,
Houston at Southern Miss,CBS College Sports HD,11/20/2010 20:00,T,
USC at Oregon St.,ABC HD,11/20/2010 20:00,T,
Utah at San Diego St.,The mtn. HD,11/20/2010 22:00,T,
San Jose St. at Hawai'i,Oceanic PPV HD,11/20/2010 22:30,T,
Temple at Miami (OH),ESPN2 HD,11/23/2010 19:00,T,
Texas A&M at Texas,ESPN HD,11/25/2010 20:00,T,
Louisville at Rutgers,ESPN2 HD,11/26/2010 11:00,T,
Ohio at Kent St.,ESPNU HD,11/26/2010 11:00,T,
Northern Illinois at Eastern Michigan,,11/26/2010 12:00,W,
West Virginia at Pittsburgh,ABC HD,11/26/2010 12:00,T,
Central Michigan at Toledo,,11/26/2010 14:00,W,
Buffalo at Akron,SportsTime Ohio,11/26/2010 14:00,T,
Western Michigan at Bowling Green,,11/26/2010 14:00,W,
SMU at East Carolina,CBS College Sports HD,11/26/2010 14:00,T,
Auburn at Alabama,CBS HD,11/26/2010 14:30,T,
UCLA at Arizona St.,FSN HD,11/26/2010 15:30,T,
Colorado at Nebraska,ABC HD,11/26/2010 15:30,T,
Southern Miss at Tulsa,CBS College Sports HD,11/26/2010 18:30,T,
Arizona at Oregon,ESPN HD,11/26/2010 19:00,T,
Boise St. at Nevada,ESPN HD,11/26/2010 22:15,T,
Louisiana Tech at San Jose St.,,11/27/2010 00:00,N,
Tulane at Marshall,CBS College Sports HD,11/27/2010 12:00,T,
UCF at Memphis,CSS,11/27/2010 12:00,T,
Cincinnati at Connecticut,Big East Network HD,11/27/2010 12:00,T,
Boston College at Syracuse,ESPN HD,11/27/2010 12:00,T,
Indiana at Purdue,Big Ten Network HD,11/27/2010 12:00,T,
Michigan at Ohio St.,ABC HD,11/27/2010 12:00,T,
Michigan St. at Penn St.,ESPN2 HD,11/27/2010 12:00,T,
USF at Miami (FL),ESPNU HD,11/27/2010 12:00,T,
Virginia at Virginia Tech,ACC Network HD,11/27/2010 12:00,T,
Kentucky at Tennessee,SEC Network HD,11/27/2010 12:00,T,
Kansas vs. Missouri<br>(at Kansas City, MO),FSN HD,11/27/2010 12:30,T
Hawai'i at New Mexico St.,ESPN Plus,11/27/2010 15:00,T,
UAB at Rice,,11/27/2010 15:30,W,
Arkansas St. at FIU,Sun Belt Network,11/27/2010 15:30,T,
FAU at Middle Tennessee,,11/27/2010 15:30,W,
Western Kentucky at Troy,,11/27/2010 15:30,W,
UL-Lafayette at UL-Monroe,,11/27/2010 15:30,W,
Washington at California,CSN California<br>FSN Northwest,11/27/2010 15:30,T,
Northwestern at Wisconsin,ABC HD/ESPN,11/27/2010 15:30,T,
Iowa at Minnesota,Big Ten Network HD,11/27/2010 15:30,T,
North Carolina at Duke,ESPNU HD,11/27/2010 15:30,T,
Florida at Florida St.,ABC HD/ESPN HD,11/27/2010 15:30,T,
NC State at Maryland,ESPN2 HD,11/27/2010 15:30,T,
BYU at Utah,The mtn. HD<br>CBS College HD,11/27/2010 15:30,T,
LSU at Arkansas,CBS HD,11/27/2010 15:30,T,
TCU at New Mexico,Versus HD,11/27/2010 16:00,T,
Kansas St. at North Texas,,11/27/2010 16:00,W,
South Carolina at Clemson,ESPN2 HD,11/27/2010 19:00,T,
Mississippi St. at Ole Miss,ESPNU HD,11/27/2010 19:00,T,
Wake Forest at Vanderbilt,SEC/CSS Regional HD,11/27/2010 19:30,T,
Oregon St. at Stanford,Versus HD,11/27/2010 19:30,T,
Georgia Tech at Georgia,ESPN HD,11/27/2010 19:45,T,
UNLV at San Diego St.,The mtn. HD,11/27/2010 20:00,T,
Notre Dame at USC,ABC HD,11/27/2010 20:00,T,
Oklahoma at Oklahoma St.,ABC HD,11/27/2010 20:00,T,
Houston at Texas Tech,FSN Regional HD,11/27/2010 20:00,T,
Idaho at Fresno St.,WAC Sports Network,11/27/2010 22:00,T,
Arizona St. at Arizona,ESPN HD,12/02/2010 20:00,T,
MAC Championship<br>Northern Illinois vs. Miami (OH)<br>(at Detroit, MI),ESPN2 HD,12/03/2010 19:00,T
Illinois at Fresno St.,ESPN2 HD,12/03/2010 22:15,T,
Conference USA Championship<br>SMU at UCF,ESPN2 HD,12/04/2010 12:00,T,
Rutgers at West Virginia,ABC HD,12/04/2010 12:00,T,
Pittsburgh at Cincinnati,ESPN HD,12/04/2010 12:00,T,
Troy at FAU,ESPNU HD,12/04/2010 14:00,T,
Utah St. at Boise St.,WAC Sports Network,12/04/2010 15:00,T,
Nevada at Louisiana Tech,WAC Sports Network,12/04/2010 15:00,T,
Oregon at Oregon St.,ABC HD,12/04/2010 15:30,T,
SEC Championship<br>Auburn vs. South Carolina<br>(at Atlanta, GA),CBS HD,12/04/2010 16:00,T
San Jose St. at Idaho,SWX,12/04/2010 17:00,T,
Middle Tennessee at FIU,,12/04/2010 18:00,W,
Washington at Washington St.,Versus HD,12/04/2010 19:00,T,
ACC Championship<br>Florida St. vs. Virginia Tech<br>(at Charlotte, NC),ESPN HD,12/04/2010 19:45,T
Connecticut at USF,ESPN2 HD,12/04/2010 20:00,T,
Big 12 Championship<br>Nebraska vs. Oklahoma<br>(at Arlington, TX),ABC HD,12/04/2010 20:00,T
UNLV at Hawai'i,Oceanic PPV HD,12/04/2010 22:30,T,
USC at UCLA,FSN HD,12/04/2010 22:30,T,
